   0.00000000       1.00000000    
   9.99999978E-03   1.00000000    
   1.99999996E-02   1.00000000    
   2.99999993E-02   1.00000000    
   3.99999991E-02   1.00000000    
   4.99999970E-02   1.00000000    
   5.99999949E-02   1.00000000    
   6.99999928E-02   1.00000000    
   7.99999908E-02   1.00000000    
   8.99999887E-02   1.00000000    
   9.99999866E-02   1.00000000    
  0.109999985       1.00000000    
  0.119999982       1.00000000    
  0.129999980       1.00000000    
  0.139999986       1.00000000    
  0.149999991       1.00000000    
  0.159999996       1.00000000    
  0.170000002       1.00000000    
  0.180000007       1.00000000    
  0.190000013       1.00000000    
  0.200000018       1.00000000    
  0.210000023       1.00000000    
  0.220000029       1.00000000    
  0.230000034       1.00000000    
  0.240000039       1.00000000    
  0.250000030       1.00000000    
  0.260000020       1.00000000    
  0.270000011       1.00000000    
  0.280000001       1.00000000    
  0.289999992       1.00000000    
  0.299999982       1.00000000    
  0.309999973       1.00000000    
  0.319999963       1.00000000    
  0.329999954       1.00000000    
  0.339999944       1.00000000    
  0.349999934       1.00000000    
  0.359999925       1.00000000    
  0.369999915       1.00000000    
  0.379999906       1.00000000    
  0.389999896       1.00000000    
  0.399999887       1.00000000    
  0.409999877     -0.668049574    
  0.419999868      -1.32243311    
  0.429999858     -0.177100971    
  0.439999849      -1.38152266    
  0.449999839     -0.204830527    
  0.459999830     -0.952915490    
  0.469999820     -0.484895110    
  0.479999810     -0.597952604    
  0.489999801     -0.518677950    
  0.499999791     -0.471507818    
  0.509999812     -0.424341857    
  0.519999802     -0.377173334    
  0.529999793     -0.330005944    
  0.539999783     -0.282838404    
  0.549999774     -0.235670462    
  0.559999764     -0.188503012    
  0.569999754     -0.141335323    
  0.579999745      -9.41677392E-02
  0.589999735      -4.70000282E-02
  0.599999726       1.67573366E-04
  0.609999716       4.73352410E-02
  0.619999707       9.45028588E-02
  0.629999697      0.141670525    
  0.639999688      0.188838154    
  0.649999678      0.236005828    
  0.659999669      0.283173412    
  0.669999659      0.330341101    
  0.679999650      0.377508730    
  0.689999640      0.424676359    
  0.699999630      0.471844077    
  0.709999621      0.519011676    
  0.719999611      0.566179335    
  0.729999602      0.613346934    
  0.739999592      0.660514653    
  0.749999583      0.707682252    
  0.759999573      0.754849911    
  0.769999564      0.802017570    
  0.779999554      0.849185169    
  0.789999545      0.896352828    
  0.799999535      0.943520486    
  0.809999526      0.987187326    
  0.819999516       1.00808537    
  0.829999506      0.997525811    
  0.839999497       1.00079119    
  0.849999487      0.999371350    
  0.859999478       1.00149119    
  0.869999468      0.998231292    
  0.879999459      0.999456048    
  0.889999449       1.00000000    
  0.899999440       1.00000000    
  0.909999430       1.00000000    
  0.919999421       1.00000000    
  0.929999411       1.00000000    
  0.939999402       1.00000000    
  0.949999392       1.00000000    
  0.959999382       1.00000000    
  0.969999373       1.00000000    
  0.979999363       1.00000000    
  0.989999354       1.00000000    
  0.999999344       1.00000000    
