   0.00000000     -0.707106769    
   9.99999978E-03 -0.750111103    
   1.99999996E-02 -0.790155053    
   2.99999993E-02 -0.827080607    
   3.99999991E-02 -0.860742092    
   4.99999970E-02 -0.891006470    
   5.99999949E-02 -0.917754591    
   6.99999928E-02 -0.940880775    
   7.99999908E-02 -0.960293651    
   8.99999887E-02 -0.975916743    
   9.99999866E-02 -0.987688363    
  0.109999985     -0.995561957    
  0.119999982     -0.999506533    
  0.129999980     -0.999506593    
  0.139999986     -0.995561957    
  0.149999991     -0.987688363    
  0.159999996     -0.975916743    
  0.170000002     -0.960293651    
  0.180000007     -0.940880716    
  0.190000013     -0.917754591    
  0.200000018     -0.891006470    
  0.210000023     -0.860741913    
  0.220000029     -0.827080488    
  0.230000034     -0.790154874    
  0.240000039     -0.750110924    
  0.250000030     -0.707106590    
  0.260000020     -0.661311746    
  0.270000011     -0.612906992    
  0.280000001     -0.562083364    
  0.289999992     -0.509041369    
  0.299999982     -0.453990549    
  0.309999973     -0.397148043    
  0.319999963     -0.338738054    
  0.329999954     -0.278991461    
  0.339999944     -0.218143567    
  0.349999934     -0.156434759    
  0.359999925      -9.41088274E-02
  0.369999915      -3.14112492E-02
  0.379999906       3.14102955E-02
  0.389999896       9.41076428E-02
  0.399999887      0.156433821    
  0.409999877      0.218142629    
  0.419999868      0.278990299    
  0.429999858      0.338737160    
  0.439999849      0.397147179    
  0.449999839      0.453989595    
  0.459999830      0.509040594    
  0.469999820      0.562082589    
  0.479999810      0.612906158    
  0.489999801      0.661311030    
  0.499999791      0.707105994    
  0.509999812      0.750110328    
  0.519999802      0.790154338    
  0.529999793      0.827079833    
  0.539999783      0.860741377    
  0.549999774      0.891005993    
  0.559999764      0.917754054    
  0.569999754      0.940880299    
  0.579999745      0.960293233    
  0.589999735      0.975916386    
  0.599999726      0.987688124    
  0.609999716      0.995561779    
  0.619999707      0.999506533    
  0.629999697      0.999506593    
  0.639999688      0.995562136    
  0.649999678      0.987688601    
  0.659999669      0.975917220    
  0.669999659      0.960294247    
  0.679999650      0.940881491    
  0.689999640      0.917755425    
  0.699999630      0.891007423    
  0.709999621      0.860743284    
  0.719999611      0.827081978    
  0.729999602      0.790156484    
  0.739999592      0.750112653    
  0.749999583      0.707108438    
  0.759999573      0.661313653    
  0.769999564      0.612909257    
  0.779999554      0.562085688    
  0.789999545      0.509043813    
  0.799999535      0.453992933    
  0.809999526      0.397150367    
  0.819999516      0.338740438    
  0.829999506      0.278994113    
  0.839999497      0.218146265    
  0.849999487      0.156437501    
  0.859999478       9.41113532E-02
  0.869999468       3.14137824E-02
  0.879999459      -3.14072855E-02
  0.889999449      -9.41048786E-02
  0.899999440     -0.156431079    
  0.909999430     -0.218139932    
  0.919999421     -0.278987855    
  0.929999411     -0.338734776    
  0.939999402     -0.397144407    
  0.949999392     -0.453987122    
  0.959999382     -0.509038210    
  0.969999373     -0.562080324    
  0.979999363     -0.612904131    
  0.989999354     -0.661309123    
  0.999999344     -0.707103848    
